exp_id	model_file	n_gpu	batch_size	ubatch_size	type_k	type_v	flash_attn	op_offload	n_threads	n_ctx	n_gen	tok_s	notes
1	27.559	7595	256	q8_0	q8_0	True	26	32	16	p12_iq2xxs_gpu26_b32	ok	n_gpu=26, batch=32/16, q8_0 KV, n_ctx=256, flash=1 — wall=27.030tok/s internal=27.559tok/s, gen=200, t_eval=7220.8ms
2	26.673	6976	256	q8_0	q8_0	True	26	64	32	p12_iq2xxs_gpu26_b64	ok	n_gpu=26, batch=64/32, q8_0 KV, n_ctx=256, flash=1 — wall=26.206tok/s internal=26.673tok/s, gen=200, t_eval=7460.8ms
3	27.308	6894	256	q8_0	q8_0	True	26	16	8	p12_iq2xxs_gpu26_b16	ok	n_gpu=26, batch=16/8, q8_0 KV, n_ctx=256, flash=1 — wall=26.795tok/s internal=27.308tok/s, gen=200, t_eval=7287.3ms
4	26.249	6902	256	q8_0	q8_0	True	26	32	16	p12_iq2xxs_gpu26_t9	ok	n_gpu=26, batch=32/16, q8_0 KV, n_ctx=256, flash=1 — wall=25.773tok/s internal=26.249tok/s, gen=200, t_eval=7581.2ms
5	26.755	6902	256	q4_0	q4_0	True	26	32	16	p12_iq2xxs_gpu26_q4kv	ok	n_gpu=26, batch=32/16, q4_0 KV, n_ctx=256, flash=1 — wall=26.270tok/s internal=26.755tok/s, gen=200, t_eval=7437.8ms
6	27.589	6906	512	q8_0	q8_0	True	26	32	16	p12_iq2xxs_gpu26_gen400	ok	n_gpu=26, batch=32/16, q8_0 KV, n_ctx=512, flash=1 — wall=27.224tok/s internal=27.589tok/s, gen=400, t_eval=14462.0ms
7	26.921	7146	256	q4_0	q4_0	True	27	32	16	p12_iq2xxs_gpu27_q4kv	ok	n_gpu=27, batch=32/16, q4_0 KV, n_ctx=256, flash=1 — wall=26.521tok/s internal=26.921tok/s, gen=200, t_eval=7391.9ms
8	24.727	6906	512	q8_0	q8_0	True	26	32	16	p12_iq2xxs_gpu26_n512_gen264	ok	n_gpu=26, batch=32/16, q8_0 KV, n_ctx=512, flash=1 — wall=24.270tok/s internal=24.727tok/s, gen=264, t_eval=10636.4ms
9	26.837	6902	256	q8_0	q8_0	True	26	32	16	p12_iq2xxs_gpu26_r2	ok	n_gpu=26, batch=32/16, q8_0 KV, n_ctx=256, flash=1 — wall=26.325tok/s internal=26.837tok/s, gen=200, t_eval=7415.3ms
10	26.767	6906	512	q8_0	q8_0	True	26	32	16	p12_iq2xxs_gpu26_gen400_r2	ok	n_gpu=26, batch=32/16, q8_0 KV, n_ctx=512, flash=1 — wall=26.265tok/s internal=26.767tok/s, gen=400, t_eval=14906.6ms
